entity_id,account_id,entity_type,date,amount,type,narration
E001,CURR001,msme,2022-01-08,11107.08,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-08,13742.64,debit,RENT/OFFICE
E001,CURR001,msme,2022-01-09,3297.37,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-09,15801.12,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-09,10272.74,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-09,10821.7,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-09,3128.84,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-10,7874.14,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-10,28331.09,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-10,8687.48,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-10,6379.18,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-10,6053.28,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-01-10,2393.04,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-11,4243.76,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-11,5424.03,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-11,3205.98,debit,GST PAYMENT
E001,CURR001,msme,2022-01-12,6292.21,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-12,24281.98,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-12,9324.89,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-12,4102.17,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-12,6786.35,debit,TDS PAYMENT
E001,CURR001,msme,2022-01-12,2672.55,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-13,5402.87,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-13,5905.19,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-13,4014.24,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-13,5712.76,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-13,1193.18,debit,GST PAYMENT
E001,CURR001,msme,2022-01-14,8003.33,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-14,7927.55,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-14,1282.88,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-14,4824.39,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-14,5279.8,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-15,5732.53,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-15,21798.86,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-15,2588.46,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-15,6234.63,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-16,8055.38,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-16,6826.32,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-16,4668.74,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-16,24890.35,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-16,1842.18,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-16,7035.31,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-17,12516.35,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-17,15240.91,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-17,11443.66,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-17,14393.08,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-17,2524.93,debit,GST PAYMENT
E001,CURR001,msme,2022-01-17,4445.18,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-01-17,7569.65,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-18,20647.84,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-18,16295.65,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-18,8685.95,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-18,2076.41,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-19,2062.3,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-19,8912.26,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-19,5895.34,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-20,15145.49,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-20,15567.21,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-20,6837.62,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-20,8935.6,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-21,33889.99,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-21,9319.52,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-21,3061.06,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-21,8218.56,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-22,3775.93,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-22,5596.96,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-22,3327.59,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-22,7661.54,debit,TDS PAYMENT
E001,CURR001,msme,2022-01-23,93795.88,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-23,16365.63,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-23,6689.7,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-23,8187.81,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-23,13595.22,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-23,3785.06,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-23,6991.97,debit,NEFT/SALARY
E001,CURR001,msme,2022-01-24,8028.34,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-24,9437.81,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-24,10527.84,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-24,12152.14,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-24,21659.95,debit,GST PAYMENT
E001,CURR001,msme,2022-01-25,27923.65,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-25,4115.7,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-25,1702.08,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-01-25,1921.8,debit,TDS PAYMENT
E001,CURR001,msme,2022-01-25,1579.42,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-26,3995.46,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-26,9163.47,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-26,4087.99,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-26,3562.97,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-26,6588.28,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-01-27,4525.38,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-27,12234.66,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-01-27,7042.02,debit,GST PAYMENT
E001,CURR001,msme,2022-01-28,5193.92,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-28,7315.95,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-28,2325.18,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-28,19935.23,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-28,5458.25,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-28,5424.25,debit,GST PAYMENT
E001,CURR001,msme,2022-01-29,5555.0,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-29,19363.8,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-29,28234.62,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-29,5377.54,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-01-30,8403.95,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-01-30,4811.29,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-01-30,2846.0,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-01-30,1219.97,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-01-30,6998.78,debit,RENT/OFFICE
E001,CURR001,msme,2022-01-30,9009.44,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-01-31,7388.07,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-31,15762.15,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-01-31,17262.73,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-01-31,11926.1,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-01,10958.13,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-01,30366.06,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-01,5221.79,debit,NEFT/SALARY
E001,CURR001,msme,2022-02-01,3245.36,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-01,3875.5,debit,GST PAYMENT
E001,CURR001,msme,2022-02-02,4220.81,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-02,14175.55,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-02,7479.55,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-03,5790.43,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-03,9057.63,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-03,6250.92,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-03,7095.57,debit,NEFT/SALARY
E001,CURR001,msme,2022-02-03,11094.61,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-04,8169.69,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-04,12761.84,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-04,5451.94,debit,GST PAYMENT
E001,CURR001,msme,2022-02-05,13177.56,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-05,18508.96,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-05,9716.57,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-05,6523.92,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-05,6981.36,debit,NEFT/SALARY
E001,CURR001,msme,2022-02-05,10326.28,debit,GST PAYMENT
E001,CURR001,msme,2022-02-05,2648.75,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-06,4630.86,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-06,10145.58,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-06,4923.82,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-06,3253.36,debit,GST PAYMENT
E001,CURR001,msme,2022-02-07,15989.41,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-07,12376.42,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-07,6994.55,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-07,5092.48,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-08,12036.27,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-08,7968.72,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-08,5335.45,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-09,28065.26,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-09,5700.94,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-09,23026.09,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-09,8240.39,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-09,6466.75,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-09,4504.5,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-09,1920.58,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-10,549.34,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-10,3623.47,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-10,2100.79,debit,GST PAYMENT
E001,CURR001,msme,2022-02-11,13350.32,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-11,13395.53,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-11,17493.18,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-11,6523.77,debit,GST PAYMENT
E001,CURR001,msme,2022-02-12,13241.0,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-12,24011.9,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-12,1794.31,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-12,3757.69,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-02-12,1624.32,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-13,8631.79,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-13,6286.16,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-13,6774.42,debit,GST PAYMENT
E001,CURR001,msme,2022-02-14,7107.51,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-14,35904.66,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-14,3585.05,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-14,8798.8,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-14,3977.36,debit,GST PAYMENT
E001,CURR001,msme,2022-02-14,4899.1,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-15,16019.4,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-15,14983.0,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-15,3349.69,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-15,8375.79,debit,GST PAYMENT
E001,CURR001,msme,2022-02-15,7967.3,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-15,3711.33,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-16,1776.86,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-16,13085.69,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-16,11836.01,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-16,5105.36,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-16,3007.1,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-16,2497.44,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-17,16282.67,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-17,9383.18,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-17,7414.96,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-17,9734.35,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-18,7142.52,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-18,2740.66,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-18,4414.69,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-18,5460.39,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-18,16472.1,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-18,1728.79,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-19,2818.09,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-19,35072.3,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-19,11221.74,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-19,3538.92,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-19,6044.08,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-20,3368.16,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-20,9965.99,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-20,11646.49,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-20,1609.86,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-02-21,5016.56,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-21,10656.93,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-21,37392.43,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-21,9257.08,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-21,8649.78,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-02-22,2750.18,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-22,4866.9,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-22,4110.02,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-22,2551.99,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-22,10324.89,debit,GST PAYMENT
E001,CURR001,msme,2022-02-23,27808.49,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-23,501.43,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-23,6538.02,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-23,17148.36,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-23,3299.32,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-24,11282.07,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-24,23710.44,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-24,20326.86,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-24,7098.57,debit,TDS PAYMENT
E001,CURR001,msme,2022-02-24,15175.0,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-25,22453.34,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-25,6532.04,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-25,14386.33,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-25,5489.7,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-25,12507.85,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-25,4864.39,debit,GST PAYMENT
E001,CURR001,msme,2022-02-25,8582.53,debit,GST PAYMENT
E001,CURR001,msme,2022-02-26,8063.0,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-02-26,11186.86,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-26,1375.39,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-02-26,9322.85,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-02-26,25320.83,debit,NEFT/SALARY
E001,CURR001,msme,2022-02-27,3356.04,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-02-27,5371.74,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-27,3472.5,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-02-27,2465.11,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-02-27,6994.17,debit,NEFT/SALARY
E001,CURR001,msme,2022-02-27,2777.07,debit,RENT/OFFICE
E001,CURR001,msme,2022-02-28,5181.14,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-02-28,1455.81,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-02-28,12214.18,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-02-28,19444.27,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-03-01,8334.93,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-01,39003.33,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-01,6920.36,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-01,5567.44,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-03-01,5038.91,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-03-01,4795.16,debit,GST PAYMENT
E001,CURR001,msme,2022-03-02,8478.15,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-02,30211.39,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-02,6639.36,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-02,16012.45,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-02,2461.3,debit,ELECTRICITY BILL
E001,CURR001,msme,2022-03-02,2167.14,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-03-02,1538.61,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-03-03,6977.71,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-03,7799.13,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-03,4830.68,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-03,3411.0,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-03,3847.39,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-03-04,1497.33,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-04,4027.18,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-04,8081.75,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-03-04,42940.98,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-04,13012.07,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-03-04,2662.62,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-03-04,1866.91,debit,NEFT/SUPPLIER PAY
E001,CURR001,msme,2022-03-05,8030.63,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-05,2185.51,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-03-05,4945.97,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-05,2036.14,debit,NEFT/SALARY
E001,CURR001,msme,2022-03-05,5551.24,debit,NEFT/SALARY
E001,CURR001,msme,2022-03-06,16752.41,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-06,8046.3,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-06,11627.51,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-06,12747.27,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-06,8797.94,debit,NEFT/SALARY
E001,CURR001,msme,2022-03-06,3635.29,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-03-07,12035.95,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-07,10135.57,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-07,904.37,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-07,9810.86,debit,TDS PAYMENT
E001,CURR001,msme,2022-03-07,8391.24,debit,RENT/OFFICE
E001,CURR001,msme,2022-03-07,8391.52,debit,RENT/OFFICE
E001,CURR001,msme,2022-03-08,8173.39,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-08,7195.12,credit,UPI/CUSTOMER PAY
E001,CURR001,msme,2022-03-08,5849.03,credit,UPI/GPAY CUSTOMER
E001,CURR001,msme,2022-03-08,18124.76,credit,NEFT/SALES PAYMENT
E001,CURR001,msme,2022-03-08,3281.89,debit,RENT/OFFICE
E001,CURR001,msme,2022-03-08,26184.29,debit,NEFT/SALARY
E001,CURR001,msme,2022-03-08,3219.27,debit,TDS PAYMENT
E001,CURR001,msme,2022-03-09,9281.55,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-09,8703.8,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-09,8684.3,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-09,7154.22,credit,NEFT/SALES BULK ORDER
E001,CURR001,msme,2022-03-09,6224.96,debit,TDS PAYMENT
E001,CURR001,msme,2022-03-10,5828.4,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-10,11109.56,credit,RTGS/INVOICE 1234
E001,CURR001,msme,2022-03-10,5786.09,credit,IMPS/CUSTOMER PAY
E001,CURR001,msme,2022-03-10,4056.88,debit,UPI/VENDOR PAY
E001,CURR001,msme,2022-03-10,7522.69,debit,EMI/HDFC LOAN
E001,CURR001,msme,2022-03-11,6633.59,credit,IMPS/CUSTOMER PAY
